Product_name,Product_url,brand,Sale_price,MRP,Discount_percentage,Number_of_ratings,Number_of_reviews,Type_of_washing
"LG 8 kg 5 star Semi Automatic Top Load Purple, White", https://www.flipkart.com/lg-8-kg-5-star-semi-automatic-top-load-purple-white/p/itmdd18d95631f5c?pid=WMNFJKR8W6JJ5TAE,LG,"13,790","16,490",16,"8,519",973,Semi Automatic Top Load
IFB 6.5 kg 5 Star Fully Automatic Top Load White, https://www.flipkart.com/ifb-6-5-kg-5-star-fully-automatic-top-load-white/p/itm013b0ee61f7a7?pid=WMNFNWJ8SRWH7PKN,IFB,"17,090","17,990",5,"11,069","1,100",Fully Automatic Top Load
"MarQ By Flipkart 6.5 kg 5 Star Rating Semi Automatic Top Load White, Blue", https://www.flipkart.com/marq-flipkart-6-5-kg-5-star-rating-semi-automatic-top-load-white-blue/p/itmcbadc3896d644?pid=WMNFMKPKXZUCHMZS,MarQ,"7,990","10,490",23,"39,440","4,870",Semi Automatic Top Load
"Whirlpool 7 kg 5 Star, Hard Water wash Fully Automatic Top Load Grey", https://www.flipkart.com/whirlpool-7-kg-5-star-hard-water-wash-fully-automatic-top-load-grey/p/itm3467d9d1dad5f?pid=WMNFNAYPAYSZGKXV,Whirlpool,"14,990","18,000",16,"5,677",561,Fully Automatic Top Load
"Whirlpool 6 kg 5 Star,Turbo Scrub Technology Semi Automatic Top Load Grey", https://www.flipkart.com/whirlpool-6-kg-5-star-turbo-scrub-technology-semi-automatic-top-load-grey/p/itmb6b736202c98b?pid=WMNFZC36AEHYZCEZ,Whirlpool,"8,990","10,400",13,"33,340","3,628",Semi Automatic Top Load
"Whirlpool 8 kg 5 Star, Power Dry Technology Semi Automatic Top Load Grey", https://www.flipkart.com/whirlpool-8-kg-5-star-power-dry-technology-semi-automatic-top-load-grey/p/itm83f6154bf4517?pid=WMNFZZC7GZ4DZYBK,Whirlpool,"13,490","15,000",10,"3,164",346,Semi Automatic Top Load
"SAMSUNG 8.5 kg 5 star Semi Automatic Top Load White, Grey", https://www.flipkart.com/samsung-8-5-kg-5-star-semi-automatic-top-load-white-grey/p/itm47ebcbfab82bf?pid=WMNFNER9RSEMNQBM,SAMSUNG,"12,690","15,990",20,"14,644","1,569",Semi Automatic Top Load
"IFB 6 kg Fully Automatic Front Load with In-built Heater Black, White", https://www.flipkart.com/ifb-6-kg-fully-automatic-front-load-in-built-heater-black-white/p/itmb3e0cde5e5b71?pid=WMNFZWDHZY4SZWQH,IFB,"22,490","26,290",14,"14,461","1,697",Fully Automatic Front Load
"Whirlpool 7.5 kg 5 Star, Ace Wash Station Semi Automatic Top Load Grey", https://www.flipkart.com/whirlpool-7-5-kg-5-star-ace-wash-station-semi-automatic-top-load-grey/p/itmb3935cfa82d51?pid=WMNFZZC7AVUECXTT,Whirlpool,"10,240","12,050",15,"14,227","1,488",Semi Automatic Top Load
"Whirlpool 10.5 kg 5 Star, Hard Water wash Semi Automatic Top Load Grey", https://www.flipkart.com/whirlpool-10-5-kg-5-star-hard-water-wash-semi-automatic-top-load-grey/p/itmezhyquxzwwqnz?pid=WMNEZHYQNU4T5A7M,Whirlpool,"16,990","17,850",4,"7,291",883,Semi Automatic Top Load
"Thomson 6.5 kg 5 Star, Germ Purifier Technology Fully Automatic Top Load Black, Grey", https://www.flipkart.com/thomson-6-5-kg-5-star-germ-purifier-technology-fully-automatic-top-load-black-grey/p/itm48654e7ad49c9?pid=WMNFUQZV3YZVUWHQ,Thomson,"11,990","18,990",36,911,348,Fully Automatic Top Load
"SAMSUNG 6.5 kg 5 Star Semi Automatic Top Load White, Grey", https://www.flipkart.com/samsung-6-5-kg-5-star-semi-automatic-top-load-white-grey/p/itm58f57989114d0?pid=WMNFZGGAV84HR4QJ,SAMSUNG,"9,190","12,600",27,"14,644","1,569",Semi Automatic Top Load
LG 8 kg 5 Star Fully Automatic Front Load with In-built Heater Silver, https://www.flipkart.com/lg-8-kg-5-star-fully-automatic-front-load-in-built-heater-silver/p/itm9819566f26d93?pid=WMNFTPBYNHVZH6MW,LG,"34,490","40,990",15,"7,220",799,Fully Automatic Front Load
"LG 8 kg 5 Star Rating Semi Automatic Top Load Grey, White", https://www.flipkart.com/lg-8-kg-5-star-rating-semi-automatic-top-load-grey-white/p/itm6040f3ae14b02?pid=WMNFJKR8WBCJMFG5,LG,"13,640","16,990",19,"8,519",973,Semi Automatic Top Load
IFB 8 kg 5 Star Fully Automatic Front Load with In-built Heater Silver, https://www.flipkart.com/ifb-8-kg-5-star-fully-automatic-front-load-in-built-heater-silver/p/itm3c3e4cc03210a?pid=WMNFTQHGHANFRZCM,IFB,"33,990","40,490",16,"14,461","1,697",Fully Automatic Front Load
SAMSUNG 7 kg Monsoon drying feature Fully Automatic Top Load Silver, https://www.flipkart.com/samsung-7-kg-monsoon-drying-feature-fully-automatic-top-load-silver/p/itm45d6cd26e5975?pid=WMNFV6ZYYAEZX6HM,SAMSUNG,"16,790","19,800",15,"69,511","7,014",Fully Automatic Top Load
BOSCH 6 kg 5 Star INVERTER TOUCH CONTROL Fully Automatic Front Load White, https://www.flipkart.com/bosch-6-kg-5-star-inverter-touch-control-fully-automatic-front-load-white/p/itm185b8938559d0?pid=WMNFY9NJU5ZJGRUK,BOSCH,"22,990","30,299",24,"6,374",731,Fully Automatic Front Load
SAMSUNG 7 kg 5 Star Inverter Fully Automatic Top Load Silver, https://www.flipkart.com/samsung-7-kg-5-star-inverter-fully-automatic-top-load-silver/p/itm92797f5e0d965?pid=WMNFPVW7HZNRR2EF,SAMSUNG,"18,990","24,700",23,"1,250",142,Fully Automatic Top Load
