Product_name,Product_url,brand,Sale_price,MRP,Discount_percentage,Number_of_ratings,Number_of_reviews,Type_of_washing,UPC
"Whirlpool 9.5 kg 5 Star, Inbuilt Heater Fully Automatic Top Load with In-built Heater Grey", https://www.flipkart.com/whirlpool-9-5-kg-5-star-inbuilt-heater-fully-automatic-top-load-in-built-grey/p/itm06523a4f643e2?pid=WMNFBRVY4VTCXT66,Whirlpool,26990,32800,17,842,102,Fully Automatic Top Load,WMNFBRVY4VTCXT66
BOSCH 6 kg 5 Star INVERTER TOUCH CONTROL Fully Automatic Front Load White, https://www.flipkart.com/bosch-6-kg-5-star-inverter-touch-control-fully-automatic-front-load-white/p/itm185b8938559d0?pid=WMNFY9NJU5ZJGRUK,BOSCH,22990,30299,24,6379,732,Fully Automatic Front Load,WMNFY9NJU5ZJGRUK
SAMSUNG 6.2 kg with Monsoon Feature Fully Automatic Top Load Grey, https://www.flipkart.com/samsung-6-2-kg-monsoon-feature-fully-automatic-top-load-grey/p/itmewa2xkfkeq9cz?pid=WMNEWA2XKFSHQZZG,SAMSUNG,13290,15100,11,69685,7029,Fully Automatic Top Load,WMNEWA2XKFSHQZZG
"Whirlpool 7 kg 5 Star, Hard Water wash Fully Automatic Top Load Grey", https://www.flipkart.com/whirlpool-7-kg-5-star-hard-water-wash-fully-automatic-top-load-grey/p/itm3467d9d1dad5f?pid=WMNFNAYPAYSZGKXV,Whirlpool,15240,18000,15,5709,563,Fully Automatic Top Load,WMNFNAYPAYSZGKXV
SAMSUNG 6.5 kg 5 star Inverter Fully Automatic Front Load with In-built Heater White, https://www.flipkart.com/samsung-6-5-kg-5-star-inverter-fully-automatic-front-load-in-built-heater-white/p/itmecdb09248daf4?pid=WMNFP6FWETGZVKRV,SAMSUNG,25990,30900,15,7001,879,Fully Automatic Front Load,WMNFP6FWETGZVKRV
"Whirlpool 6.5 kg 5 Star, Inbuilt Heater Fully Automatic Top Load with In-built Heater Grey", https://www.flipkart.com/whirlpool-6-5-kg-5-star-inbuilt-heater-fully-automatic-top-load-in-built-grey/p/itm303f050a51b4a?pid=WMNE8TAWETFYVGEE,Whirlpool,16990,21350,20,2906,368,Fully Automatic Top Load,WMNE8TAWETFYVGEE
"Haier 6.2 kg with Ariel Wash Feature Fully Automatic Top Load Brown, Grey", https://www.flipkart.com/haier-6-2-kg-ariel-wash-feature-fully-automatic-top-load-brown-grey/p/itmfg2h7psh2whjn?pid=WMNFG2H7HWJCUKAR,Haier,12190,17900,31,5012,548,Fully Automatic Top Load,WMNFG2H7HWJCUKAR
SAMSUNG 7 kg Monsoon drying feature Fully Automatic Top Load Silver, https://www.flipkart.com/samsung-7-kg-monsoon-drying-feature-fully-automatic-top-load-silver/p/itm45d6cd26e5975?pid=WMNFV6ZYYAEZX6HM,SAMSUNG,16790,19800,15,69685,7029,Fully Automatic Top Load,WMNFV6ZYYAEZX6HM
"Whirlpool 7.5 kg 5 Star, Hard Water wash Fully Automatic Top Load Grey", https://www.flipkart.com/whirlpool-7-5-kg-5-star-hard-water-wash-fully-automatic-top-load-grey/p/itmb49b34c9eb10d?pid=WMNFNAYP4RHJX5GN,Whirlpool,15990,18000,11,5709,563,Fully Automatic Top Load,WMNFNAYP4RHJX5GN
Godrej 6.2 kg Fully Automatic Top Load Grey, https://www.flipkart.com/godrej-6-2-kg-fully-automatic-top-load-grey/p/itmfffyhxvr4tgzn?pid=WMNFFFYHEZ86UBGZ,Godrej,12290,17900,31,2702,238,Fully Automatic Top Load,WMNFFFYHEZ86UBGZ
MarQ By Flipkart 6 kg Fully Automatic Top Load Grey, https://www.flipkart.com/marq-flipkart-6-kg-fully-automatic-top-load-grey/p/itm52df034fc2d0a?pid=WMNFMKM3S6QZWAHS,MarQ,10490,14999,30,16916,2342,Fully Automatic Top Load,WMNFMKM3S6QZWAHS
"Panasonic 6.5 kg 5 star Semi Automatic Top Load White, Blue", https://www.flipkart.com/panasonic-6-5-kg-5-star-semi-automatic-top-load-white-blue/p/itm58d9c33df776c?pid=WMNFRZ46ERAXSUVD,Panasonic,8390,11000,23,10042,1584,Semi Automatic Top Load,WMNFRZ46ERAXSUVD
LG 7 kg 5 Star Fully Automatic Front Load with In-built Heater Grey, https://www.flipkart.com/lg-7-kg-5-star-fully-automatic-front-load-in-built-heater-grey/p/itmc0614c27eeb1b?pid=WMNFT34K3T3SP7HH,LG,37990,45490,16,1248,162,Fully Automatic Front Load,WMNFT34K3T3SP7HH
"MarQ By Flipkart 7.5 kg 5 Star Rating Semi Automatic Top Load White, Maroon", https://www.flipkart.com/marq-flipkart-7-5-kg-5-star-rating-semi-automatic-top-load-white-maroon/p/itmdce3580999e5b?pid=WMNFMKPKJGMRZGZG,MarQ,8490,11450,25,5680,693,Semi Automatic Top Load,WMNFMKPKJGMRZGZG
"ONIDA 9 kg Washer only White, Maroon", https://www.flipkart.com/onida-9-kg-washer-only-white-maroon/p/itmfga8j63cagyh9?pid=WMNEW5ZTZGDP7GJN,ONIDA,6250,7050,11,13001,1773,Washer only | 460 W,WMNEW5ZTZGDP7GJN
ONIDA 6.5 kg Washer only Red, https://www.flipkart.com/onida-6-5-kg-washer-only-red/p/itmfb5qhnphbykhc?pid=WMNE8XYHGGA75VWK,ONIDA,5189,5400,3,13001,1773,Washer only | 270 W,WMNE8XYHGGA75VWK
MarQ By Flipkart 10.2/7 kg with Inverter Technology Washer with Dryer with In-built Heater Silver, https://www.flipkart.com/marq-flipkart-10-2-7-kg-inverter-technology-washer-dryer-in-built-heater-silver/p/itmfdpwfrsegj83c?pid=WMNFDPWFUHXYFYCM,MarQ,27990,54999,49,326,65,Washer with Dryer | 2000 W,WMNFDPWFUHXYFYCM
"Thomson 6.5 kg 5 Star Rating, Smart Pro Wash Technology Semi Automatic Top Load White, Grey", https://www.flipkart.com/thomson-6-5-kg-5-star-rating-smart-pro-wash-technology-semi-automatic-top-load-white-grey/p/itmb2e5378a9e414?pid=WMNFQYXVGKM73RNT,Thomson,6990,9999,30,2096,255,Semi Automatic Top Load,WMNFQYXVGKM73RNT
"Whirlpool 7.5 kg 5 Star, Ace Wash Station Semi Automatic Top Load Grey", https://www.flipkart.com/whirlpool-7-5-kg-5-star-ace-wash-station-semi-automatic-top-load-grey/p/itmb3935cfa82d51?pid=WMNFZZC7AVUECXTT,Whirlpool,9690,12050,19,14259,1489,Semi Automatic Top Load,WMNFZZC7AVUECXTT
"Whirlpool 7 kg 5 Star,Turbo Scrub Technology Semi Automatic Top Load White, Grey", https://www.flipkart.com/whirlpool-7-kg-5-star-turbo-scrub-technology-semi-automatic-top-load-white-grey/p/itmf0ac9e86d3ee0?pid=WMNETNHBASMCGFRZ,Whirlpool,9490,9975,4,33507,3643,Semi Automatic Top Load,WMNETNHBASMCGFRZ
"LG 7.5 kg 5 Star Rating Semi Automatic Top Load Blue, White", https://www.flipkart.com/lg-7-5-kg-5-star-rating-semi-automatic-top-load-blue-white/p/itm74dd7b6b78a2d?pid=WMNFJKR8JDMTYA8R,LG,13290,15490,14,1445,150,Semi Automatic Top Load,WMNFJKR8JDMTYA8R
"MarQ By Flipkart 9 kg 5 Star Semi Automatic Top Load White, Grey", https://www.flipkart.com/marq-flipkart-9-kg-5-star-semi-automatic-top-load-white-grey/p/itmdfa167dbe980e?pid=WMNFQF6K8NTXYGAS,MarQ,9690,14499,33,5465,719,Semi Automatic Top Load,WMNFQF6K8NTXYGAS
"Haier 6.2 kg with Ariel Wash Feature Fully Automatic Top Load Brown, Grey", https://www.flipkart.com/haier-6-2-kg-ariel-wash-feature-fully-automatic-top-load-brown-grey/p/itmfg2h7psh2whjn?pid=WMNFG2H7HWJCUKAR,Haier,12190,17900,31,5011,548,Fully Automatic Top Load,WMNFG2H7HWJCUKAR
MarQ By Flipkart 7.2 kg with Twin Shower Technology Fully Automatic Top Load Grey, https://www.flipkart.com/marq-flipkart-7-2-kg-twin-shower-technology-fully-automatic-top-load-grey/p/itmfbh4hg5shwqbe?pid=WMNFBH4HRGT3HYX6,MarQ,13390,16999,21,16909,2341,Fully Automatic Top Load,WMNFBH4HRGT3HYX6
Intex 6.2 kg Semi Automatic Top Load Red, https://www.flipkart.com/intex-6-2-kg-semi-automatic-top-load-red/p/itmehhbjydh9xg9j?pid=WMNE2K3DMEGXKHCH,Intex,6790,9000,24,14301,2251,Semi Automatic Top Load,WMNE2K3DMEGXKHCH
LG 6.5 kg Fully Automatic Top Load Silver, https://www.flipkart.com/lg-6-5-kg-fully-automatic-top-load-silver/p/itm5b084e75c27ca?pid=WMNFV6NVJHTMFMHT,LG,14990,18990,21,12916,1206,Fully Automatic Top Load,WMNFV6NVJHTMFMHT
MarQ By Flipkart 10.2 kg with Inverter Technology Fully Automatic Front Load with In-built Heater Silv..., https://www.flipkart.com/marq-flipkart-10-2-kg-inverter-technology-fully-automatic-front-load-in-built-heater-silver/p/itmfdpwfgehxuzwx?pid=WMNFDPWFMSMY5DTH,MarQ,25990,45999,43,823,151,Fully Automatic Front Load,WMNFDPWFMSMY5DTH
"Whirlpool 6.5 kg 5 Star, Inbuilt Heater Fully Automatic Top Load with In-built Heater Grey", https://www.flipkart.com/whirlpool-6-5-kg-5-star-inbuilt-heater-fully-automatic-top-load-in-built-grey/p/itm303f050a51b4a?pid=WMNE8TAWETFYVGEE,Whirlpool,16990,21350,20,2905,368,Fully Automatic Top Load,WMNE8TAWETFYVGEE
SAMSUNG 6.2 kg with Monsoon Feature Fully Automatic Top Load Grey, https://www.flipkart.com/samsung-6-2-kg-monsoon-feature-fully-automatic-top-load-grey/p/itmewa2xkfkeq9cz?pid=WMNEWA2XKFSHQZZG,SAMSUNG,13290,15100,11,69641,7023,Fully Automatic Top Load,WMNEWA2XKFSHQZZG
"LG 10 kg 5 Star Rating Semi Automatic Top Load Grey, White", https://www.flipkart.com/lg-10-kg-5-star-rating-semi-automatic-top-load-grey-white/p/itm4d30a171f1b21?pid=WMNFJKR8YEZ9XEWZ,LG,15990,18490,13,1441,138,Semi Automatic Top Load,WMNFJKR8YEZ9XEWZ
"LG 6 kg With Collar Scrubber Semi Automatic Top Load Black, White", https://www.flipkart.com/lg-6-kg-collar-scrubber-semi-automatic-top-load-black-white/p/itm7b7fe9671dda7?pid=WMNFM3RFZEHRPQGK,LG,9281,11290,17,1738,135,Semi Automatic Top Load,WMNFM3RFZEHRPQGK
"LG 11 kg 5 Star Rating Semi Automatic Top Load Maroon, White", https://www.flipkart.com/lg-11-kg-5-star-rating-semi-automatic-top-load-maroon-white/p/itm230d2d544a4dc?pid=WMNFJKR9RQ7QBKGY,LG,16999,19490,12,820,102,Semi Automatic Top Load,WMNFJKR9RQ7QBKGY
"Whirlpool 7.5 kg 5 Star, Hard Water wash Fully Automatic Top Load Grey", https://www.flipkart.com/whirlpool-7-5-kg-5-star-hard-water-wash-fully-automatic-top-load-grey/p/itmb49b34c9eb10d?pid=WMNFNAYP4RHJX5GN,Whirlpool,15990,18000,11,5700,562,Fully Automatic Top Load,WMNFNAYP4RHJX5GN
"Godrej 9 kg Semi Automatic Top Load White, Purple", https://www.flipkart.com/godrej-9-kg-semi-automatic-top-load-white-purple/p/itma8df4ca86e249?pid=WMNFZPE8KTHRTHMD,Godrej,12790,17300,26,97,13,Semi Automatic Top Load,WMNFZPE8KTHRTHMD
IFB 6.5 kg 5 Star Fully Automatic Front Load with In-built Heater Silver, https://www.flipkart.com/ifb-6-5-kg-5-star-fully-automatic-front-load-in-built-heater-silver/p/itmfgu8vzfqebhvf?pid=WMNFGU8VPXNRCU6H,IFB,30290,34490,12,1147,135,Fully Automatic Front Load,WMNFGU8VPXNRCU6H
BOSCH 7 kg INVERTER TOUCH CONTROL Fully Automatic Front Load with In-built Heater White, https://www.flipkart.com/bosch-7-kg-inverter-touch-control-fully-automatic-front-load-in-built-heater-white/p/itm104e47fe7102f?pid=WMNFZBM8ADTHAFC6,BOSCH,31490,38799,18,7016,807,Fully Automatic Front Load,WMNFZBM8ADTHAFC6
Whirlpool 6.5 kg Semi Automatic Top Load Grey, https://www.flipkart.com/whirlpool-6-5-kg-semi-automatic-top-load-grey/p/itmcc30cd568e522?pid=WMNFZKEHNV5R8PBH,Whirlpool,8790,11550,23,7,0,Semi Automatic Top Load,WMNFZKEHNV5R8PBH
"Sansui 6 kg Steam Wash Fully Automatic Front Load with In-built Heater Silver, Grey", https://www.flipkart.com/sansui-6-kg-steam-wash-fully-automatic-front-load-in-built-heater-silver-grey/p/itm93f9e507f34f3?pid=WMNFKZZG5MDYTJAZ,Sansui,18490,24990,26,1275,210,Fully Automatic Front Load,WMNFKZZG5MDYTJAZ
LG 7 kg 5 Star Fully Automatic Front Load with In-built Heater Grey, https://www.flipkart.com/lg-7-kg-5-star-fully-automatic-front-load-in-built-heater-grey/p/itmc0614c27eeb1b?pid=WMNFT34K3T3SP7HH,LG,37990,45490,16,1244,162,Fully Automatic Front Load,WMNFT34K3T3SP7HH
Whirlpool 6.5 kg Fully Automatic Top Load with In-built Heater Grey, https://www.flipkart.com/whirlpool-6-5-kg-fully-automatic-top-load-in-built-heater-grey/p/itm92cef89c85f1a?pid=WMNFSZGE95ZJJDVX,Whirlpool,16490,20650,20,1187,136,Fully Automatic Top Load,WMNFSZGE95ZJJDVX
LG 8 kg 5 Star Fully Automatic Front Load with In-built Heater Silver, https://www.flipkart.com/lg-8-kg-5-star-fully-automatic-front-load-in-built-heater-silver/p/itme78a8e6ae3c22?pid=WMNFT34KHSHWYKFU,LG,39490,46990,15,1244,162,Fully Automatic Front Load,WMNFT34KHSHWYKFU
LG 6.5 kg 5 Star Rating Fully Automatic Top Load Silver, https://www.flipkart.com/lg-6-5-kg-5-star-rating-fully-automatic-top-load-silver/p/itm21a33efa406b0?pid=WMNFMAFYVQG5MQPZ,LG,18650,22990,18,1222,154,Fully Automatic Top Load,WMNFMAFYVQG5MQPZ
"Whirlpool 7.5 kg 5 Star, Ace Wash Station Semi Automatic Top Load Grey", https://www.flipkart.com/whirlpool-7-5-kg-5-star-ace-wash-station-semi-automatic-top-load-grey/p/itmb3935cfa82d51?pid=WMNFZZC7AVUECXTT,Whirlpool,9690,12050,19,14252,1489,Semi Automatic Top Load,WMNFZZC7AVUECXTT
Motorola 10.5/6 kg Smart Wi-Fi Enabled Inverter Technology Washer with Dryer with In-built Heater Grey, https://www.flipkart.com/motorola-10-5-6-kg-smart-wi-fi-enabled-inverter-technology-washer-dryer-in-built-heater-grey/p/itm85d71cc98e9f5?pid=WMNFSMEAZUFWXVY7,Motorola,37990,71999,47,236,59,Washer with Dryer | 2000 W,WMNFSMEAZUFWXVY7
"Iffalcon 8 kg Energy Efficient, Auto Error Diagnosis Fully Automatic Front Load with In-built Heater W...", https://www.flipkart.com/iffalcon-8-kg-energy-efficient-auto-error-diagnosis-fully-automatic-front-load-in-built-heater-white/p/itm3d0202a38fce3?pid=WMNFV7VVCZTAKFAN,Iffalcon,19990,36990,45,141,51,Fully Automatic Front Load,WMNFV7VVCZTAKFAN
Panasonic 8 kg 5 Star AquaBeat Wash Fully Automatic Top Load Grey, https://www.flipkart.com/panasonic-8-kg-5-star-aquabeat-wash-fully-automatic-top-load-grey/p/itma9db3033e0e60?pid=WMNFU3U9MWB3QSRT,Panasonic,18990,24500,22,5528,901,Fully Automatic Top Load,WMNFU3U9MWB3QSRT
"Whirlpool 9 kg 5 Star, Hard Water wash Semi Automatic Top Load Grey", https://www.flipkart.com/whirlpool-9-kg-5-star-hard-water-wash-semi-automatic-top-load-grey/p/itm8b5334cf76bc2?pid=WMNFZZC7YHYMQJEQ,Whirlpool,14740,17200,14,7307,884,Semi Automatic Top Load,WMNFZZC7YHYMQJEQ
"ONIDA 7 kg Top load Washer only White, Green", https://www.flipkart.com/onida-7-kg-top-load-washer-only-white-green/p/itmf331219da1c4f?pid=WMNFZWDZ3TNEN7HN,ONIDA,5490,6490,15,13001,1773,Washer only | 230 W,WMNFZWDZ3TNEN7HN
"Haier 6.2 kg with Ariel Wash Feature Fully Automatic Top Load Brown, Grey", https://www.flipkart.com/haier-6-2-kg-ariel-wash-feature-fully-automatic-top-load-brown-grey/p/itmfg2h7psh2whjn?pid=WMNFG2H7HWJCUKAR,Haier,12190,17900,31,5012,548,Fully Automatic Top Load,WMNFG2H7HWJCUKAR
"ONIDA 9 kg Washer only White, Green", https://www.flipkart.com/onida-9-kg-washer-only-white-green/p/itmb93d3ffd728f6?pid=WMNFZ9FDTJMSSF9P,ONIDA,5990,7999,25,13001,1773,Washer only | 270 W,WMNFZ9FDTJMSSF9P
SAMSUNG 10 kg with Wobble Technology Fully Automatic Top Load Grey, https://www.flipkart.com/samsung-10-kg-wobble-technology-fully-automatic-top-load-grey/p/itmf7fhgnssze78c?pid=WMNF7FHGDDYRHJZM,SAMSUNG,23890,29900,20,801,98,Fully Automatic Top Load,WMNF7FHGDDYRHJZM
Midea 8 kg Garment Sterilization Fully Automatic Front Load with In-built Heater Silver, https://www.flipkart.com/midea-8-kg-garment-sterilization-fully-automatic-front-load-in-built-heater-silver/p/itmffg7rwjhkrbzb?pid=WMNFFG7RHSGVNUGX,Midea,21990,27590,20,15562,2900,Fully Automatic Front Load,WMNFFG7RHSGVNUGX
"Iffalcon 8 kg Energy Efficient, Auto Error Diagnosis Fully Automatic Front Load with In-built Heater W...", https://www.flipkart.com/iffalcon-8-kg-energy-efficient-auto-error-diagnosis-fully-automatic-front-load-in-built-heater-white/p/itm3d0202a38fce3?pid=WMNFV7VVCZTAKFAN,Iffalcon,19990,36990,45,144,53,Fully Automatic Front Load,WMNFV7VVCZTAKFAN
"Whirlpool 7 kg 5 Star,Turbo Scrub Technology Semi Automatic Top Load Red, White", https://www.flipkart.com/whirlpool-7-kg-5-star-turbo-scrub-technology-semi-automatic-top-load-red-white/p/itm69c347901041c?pid=WMNFZZC7S63HN79E,Whirlpool,9490,11300,16,33507,3643,Semi Automatic Top Load,WMNFZZC7S63HN79E
"LG 6.5 kg 4 Star Semi Automatic Top Load White, Blue", https://www.flipkart.com/lg-6-5-kg-4-star-semi-automatic-top-load-white-blue/p/itm00588bc17e022?pid=WMNFMAFYAWKKAXGG,LG,9990,12090,17,1212,96,Semi Automatic Top Load,WMNFMAFYAWKKAXGG
LG 9 kg 5 Star Fully Automatic Front Load with In-built Heater Silver, https://www.flipkart.com/lg-9-kg-5-star-fully-automatic-front-load-in-built-heater-silver/p/itm8213e6e14fab7?pid=WMNFT34KSW9ZKHEF,LG,41990,50990,17,1248,162,Fully Automatic Front Load,WMNFT34KSW9ZKHEF
IFB 6.5 kg 5 Star Fully Automatic Front Load with In-built Heater White, https://www.flipkart.com/ifb-6-5-kg-5-star-fully-automatic-front-load-in-built-heater-white/p/itmfgu8vuktydd2s?pid=WMNFGU8VDGCW3FCC,IFB,29999,32990,9,7702,1075,Fully Automatic Front Load,WMNFGU8VDGCW3FCC
"Whirlpool 7.5 kg 5 Star, Inverter Heater Fully Automatic Top Load with In-built Heater Grey", https://www.flipkart.com/whirlpool-7-5-kg-5-star-inverter-heater-fully-automatic-top-load-in-built-grey/p/itm44e424439fa20?pid=WMNFNVCSVQJHP9XY,Whirlpool,23700,31950,25,842,102,Fully Automatic Top Load,WMNFNVCSVQJHP9XY
SAMSUNG 6.2 kg with Monsoon Feature Fully Automatic Top Load Grey, https://www.flipkart.com/samsung-6-2-kg-monsoon-feature-fully-automatic-top-load-grey/p/itmewa2xkfkeq9cz?pid=WMNEWA2XKFSHQZZG,SAMSUNG,13290,15100,11,69685,7029,Fully Automatic Top Load,WMNEWA2XKFSHQZZG
Panasonic 7 kg 5 Star AquaBeat Wash Fully Automatic Top Load Grey, https://www.flipkart.com/panasonic-7-kg-5-star-aquabeat-wash-fully-automatic-top-load-grey/p/itmaecfcdca9e29d?pid=WMNFTYC85WXTJNGH,Panasonic,15990,20500,22,5528,901,Fully Automatic Top Load,WMNFTYC85WXTJNGH
"LG 7.5 kg 5 Star Rating Semi Automatic Top Load Pink, White", https://www.flipkart.com/lg-7-5-kg-5-star-rating-semi-automatic-top-load-pink-white/p/itmb4818c89b2478?pid=WMNFJKR8TJFDZM2S,LG,13490,15990,15,1445,150,Semi Automatic Top Load,WMNFJKR8TJFDZM2S
"Godrej 7.5 kg Semi Automatic Top Load White, Purple", https://www.flipkart.com/godrej-7-5-kg-semi-automatic-top-load-white-purple/p/itmd492db9da22d2?pid=WMNFZPE8PWHJWZEV,Godrej,9990,13500,26,246,23,Semi Automatic Top Load,WMNFZPE8PWHJWZEV
"Whirlpool 7.5 kg 5 Star, Hard Water wash Fully Automatic Top Load Grey", https://www.flipkart.com/whirlpool-7-5-kg-5-star-hard-water-wash-fully-automatic-top-load-grey/p/itmb49b34c9eb10d?pid=WMNFNAYP4RHJX5GN,Whirlpool,15990,18000,11,5709,563,Fully Automatic Top Load,WMNFNAYP4RHJX5GN
Motorola 6.5 kg 5 Star Smart Wi-Fi Enabled Inverter Technology Fully Automatic Front Load with In-buil..., https://www.flipkart.com/motorola-6-5-kg-5-star-smart-wi-fi-enabled-inverter-technology-fully-automatic-front-load-in-built-heater-grey/p/itm3b6f1ad86a561?pid=WMNFSMEAX7MUZ92F,Motorola,25990,39999,35,701,141,Fully Automatic Front Load,WMNFSMEAX7MUZ92F
SAMSUNG 6.5 kg Fully Automatic Top Load Grey, https://www.flipkart.com/samsung-6-5-kg-fully-automatic-top-load-grey/p/itmb8a677fc288eb?pid=WMNFVTYH2SNQZ9WY,SAMSUNG,14999,17350,13,190,13,Fully Automatic Top Load,WMNFVTYH2SNQZ9WY
"Whirlpool 7.5 kg 5 Star, Inbuilt Heater Fully Automatic Top Load with In-built Heater Grey", https://www.flipkart.com/whirlpool-7-5-kg-5-star-inbuilt-heater-fully-automatic-top-load-in-built-grey/p/itm341a2073ad89f?pid=WMNFZZ6JRJ5G7GZJ,Whirlpool,22990,28500,19,273,25,Fully Automatic Top Load,WMNFZZ6JRJ5G7GZJ
Intex 6.2 kg Semi Automatic Top Load Grey, https://www.flipkart.com/intex-6-2-kg-semi-automatic-top-load-grey/p/itmehhbjydh9xg9j?pid=WMNE2K3DZWHBGC7Q,Intex,8990,9990,10,14302,2251,Semi Automatic Top Load,WMNE2K3DZWHBGC7Q
"LG 7 kg 4 Star Rating Semi Automatic Top Load White, Maroon", https://www.flipkart.com/lg-7-kg-4-star-rating-semi-automatic-top-load-white-maroon/p/itm67d290d2189b6?pid=WMNFZZ8EC2JHKXVF,LG,11475,13290,13,678,56,Semi Automatic Top Load,WMNFZZ8EC2JHKXVF
LG 7 kg 5 Star Fully Automatic Front Load with In-built Heater Grey, https://www.flipkart.com/lg-7-kg-5-star-fully-automatic-front-load-in-built-heater-grey/p/itmc0614c27eeb1b?pid=WMNFT34K3T3SP7HH,LG,37990,45490,16,1248,162,Fully Automatic Front Load,WMNFT34K3T3SP7HH
ONIDA 8 kg 5 star and In-built Basket Semi Automatic Top Load Grey, https://www.flipkart.com/onida-8-kg-5-star-in-built-basket-semi-automatic-top-load-grey/p/itmfaea45234c655?pid=WMNFVXHQAFMQXRXA,ONIDA,9990,13670,26,1801,193,Semi Automatic Top Load,WMNFVXHQAFMQXRXA
LG 8 kg 5 Star Rating Semi Automatic Top Load Red, https://www.flipkart.com/lg-8-kg-5-star-rating-semi-automatic-top-load-red/p/itm4666321d4fc44?pid=WMNFKPT2CPQ5GUEP,LG,14490,17190,15,867,92,Semi Automatic Top Load,WMNFKPT2CPQ5GUEP
LG 9 kg 5 Star Fully Automatic Front Load with In-built Heater Grey, https://www.flipkart.com/lg-9-kg-5-star-fully-automatic-front-load-in-built-heater-grey/p/itmb5845350c2b82?pid=WMNFT34KFMWCK8UD,LG,44990,56990,21,1248,162,Fully Automatic Front Load,WMNFT34KFMWCK8UD
"Haier 6.2 kg with Ariel Wash Feature Fully Automatic Top Load Brown, Grey", https://www.flipkart.com/haier-6-2-kg-ariel-wash-feature-fully-automatic-top-load-brown-grey/p/itmfg2h7psh2whjn?pid=WMNFG2H7HWJCUKAR,Haier,12190,17900,31,5012,548,Fully Automatic Top Load,WMNFG2H7HWJCUKAR
LG 7 kg Fully Automatic Top Load Silver, https://www.flipkart.com/lg-7-kg-fully-automatic-top-load-silver/p/itmfef098a153e7f?pid=WMNFMAFYSVZ5YK84,LG,21000,25990,19,103,9,Fully Automatic Top Load,WMNFMAFYSVZ5YK84
Godrej 7.5 kg Fully Automatic Top Load Grey, https://www.flipkart.com/godrej-7-5-kg-fully-automatic-top-load-grey/p/itm138afc3291f4d?pid=WMNFU2TCXSGMANJH,Godrej,16290,20200,19,774,82,Fully Automatic Top Load,WMNFU2TCXSGMANJH
"Whirlpool 7.5 kg 5 Star, Hard Water wash Fully Automatic Top Load Maroon", https://www.flipkart.com/whirlpool-7-5-kg-5-star-hard-water-wash-fully-automatic-top-load-maroon/p/itmffjb6rw7jbxaf?pid=WMNFEF99KJFXZFXS,Whirlpool,16499,20550,19,9601,1007,Fully Automatic Top Load,WMNFEF99KJFXZFXS
MarQ By Flipkart 10.2 kg with Tangle Free Wash Fully Automatic Top Load Grey, https://www.flipkart.com/marq-flipkart-10-2-kg-tangle-free-wash-fully-automatic-top-load-grey/p/itmfdpwfhtahj9ug?pid=WMNFDPWFXGGMEWM5,MarQ,17990,26999,33,1823,270,Fully Automatic Top Load,WMNFDPWFXGGMEWM5
Godrej 6.5 kg Fully Automatic Top Load Grey, https://www.flipkart.com/godrej-6-5-kg-fully-automatic-top-load-grey/p/itm8a7c9342c4c76?pid=WMNFU2TC3HQXAT4Y,Godrej,13790,17500,21,7430,861,Fully Automatic Top Load,WMNFU2TC3HQXAT4Y
"Iffalcon 8 kg Energy Efficient, Auto Error Diagnosis Fully Automatic Front Load with In-built Heater W...", https://www.flipkart.com/iffalcon-8-kg-energy-efficient-auto-error-diagnosis-fully-automatic-front-load-in-built-heater-white/p/itm3d0202a38fce3?pid=WMNFV7VVCZTAKFAN,Iffalcon,19990,36990,45,144,53,Fully Automatic Front Load,WMNFV7VVCZTAKFAN
ONIDA 7 kg 5 star Fully Automatic Top Load Grey, https://www.flipkart.com/onida-7-kg-5-star-fully-automatic-top-load-grey/p/itmb09f214ec0900?pid=WMNFPS483VBXJQGP,ONIDA,13990,21990,36,33034,3945,Fully Automatic Top Load,WMNFPS483VBXJQGP
"Thomson 7.5 kg 5 Star Rating, Smart Pro Wash Technology Semi Automatic Top Load White, Blue, Grey", https://www.flipkart.com/thomson-7-5-kg-5-star-rating-smart-pro-wash-technology-semi-automatic-top-load-white-blue-grey/p/itmc56f1cc9cee26?pid=WMNFQYXVVYZSDZKT,Thomson,7990,10999,27,2096,255,Semi Automatic Top Load,WMNFQYXVVYZSDZKT
MarQ By Flipkart 6.5 kg with Twin Shower Technology Fully Automatic Top Load Grey, https://www.flipkart.com/marq-flipkart-6-5-kg-twin-shower-technology-fully-automatic-top-load-grey/p/itmfh8g4eacfjhff?pid=WMNFH8G4QJVS9PZQ,MarQ,12690,15499,18,16916,2342,Fully Automatic Top Load,WMNFH8G4QJVS9PZQ
SAMSUNG 6.2 kg with Monsoon Feature Fully Automatic Top Load Grey, https://www.flipkart.com/samsung-6-2-kg-monsoon-feature-fully-automatic-top-load-grey/p/itmewa2xkfkeq9cz?pid=WMNEWA2XKFSHQZZG,SAMSUNG,13290,15100,11,69685,7029,Fully Automatic Top Load,WMNEWA2XKFSHQZZG
MOTOROLA 6 kg 5 Star Fully Automatic Top Load Grey, https://www.flipkart.com/motorola-6-kg-5-star-fully-automatic-top-load-grey/p/itm4bb21631f74be?pid=WMNFT3CSPZKJQN2N,MOTOROLA,12490,17599,29,1378,256,Fully Automatic Top Load,WMNFT3CSPZKJQN2N
